rank,name,platform,year,genre,publisher,na_sales_m,eu_sales_m,jp_sales_m,other_sales_m,global_sales_m
6972,Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23
6973,Barbie and the Three Musketeers,Wii,2009,Adventure,Activision,0.21,0.0,0.0,0.02,0.23
6974,Star Ocean,SNES,1996,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23
6975,Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23
6976,Naruto: Ninja Council 2 European Version,DS,2005,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23
6977,Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0.0,0.01,0.23
6978,pro evolution soccer 2011,Wii,2010,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
6979,Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23
6980,Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
6981,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23
6982,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23
6983,Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0.0,0.03,0.23
6984,Super R-Type,SNES,1991,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23
6985,Rampage 2: Universal Tour,PS,1998,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23
6986,Super Robot Taisen F Kanketsuhen,PS,1999,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23
6987,Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23
6988,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
6989,NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23
6990,MySims Party,Wii,2009,Simulation,Electronic Arts,0.18,0.03,0.0,0.02,0.23
6991,TRON: Evolution - Battle Grids,Wii,2010,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23
6992,The Raiden Project,PS,1995,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
6993,Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,0.21,0.0,0.0,0.02,0.23
6994,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
6995,Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23
6996,Valhalla Knights 2,PSP,2008,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23
6997,.hack//G.U. Vol.2//Reminisce,PS2,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23
6998,Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23
6999,Ratchet & Clank: Full Frontal Assault,PS3,2012,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.02,0.23
7000,NCAA Football 09,PSP,2008,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23
7001,Family Party: 30 Great Games Winter Fun,Wii,2010,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23
7002,NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7003,101-in-1 Party Megamix Wii,Wii,2009,Misc,Nordcurrent,0.19,0.01,0.0,0.02,0.23
7004,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23
7005,Dinosaur King,DS,2007,Strategy,Sega,0.2,0.0,0.0,0.02,0.23
7006,Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7007,Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0.0,0.04,0.23
7008,All Star Karate,Wii,2010,Action,THQ,0.14,0.07,0.0,0.02,0.23
7009,AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23
7010,Tetris Attack,GB,1996,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23
7011,NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7012,The Magic School Bus: Oceans,DS,2011,Adventure,Scholastic Inc.,0.21,0.0,0.0,0.01,0.23
7013,Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23
7014,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.06,0.05,0.09,0.03,0.23
7015,Digimon World DS (JP sales),DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
7016,NHL FaceOff 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23
7017,Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0.0,0.01,0.23
7018,Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23
7019,NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.23
7020,3rd Super Robot Wars Z Jigoku Hen,PS3,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23
7021,Cars 2,3DS,2011,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23
7022,Petz Monkeyz House,DS,2008,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.23
7023,Spec Ops: The Line,PC,2012,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23
7024,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22
7025,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0.0,0.02,0.22
7026,Justice League Heroes,PSP,2006,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22
7027,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7028,TNA iMPACT!,PS2,2008,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22
7029,Yu-Gi-Oh! GX: Spirit Caller (American Sales),DS,2006,Misc,Konami Digital Entertainment,0.18,0.03,0.0,0.02,0.22
7030,Def Jam: Fight for NY,GC,2004,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22
7031,Sword Art Online: Infinity Moment,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7032,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22
7033,Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.04,0.05,0.02,0.22
7034,EX Monopoly,GBA,2001,Misc,Takara,0.16,0.06,0.0,0.0,0.22
7035,Star Trek: The Game,X360,2013,Action,Namco Bandai Games,0.12,0.09,0.0,0.02,0.22
7036,64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7037,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22
7038,Deadly Duck,2600,1981,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22
7039,Assault,2600,1982,Action,Bomb,0.21,0.01,0.0,0.0,0.22
7040,Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22
7041,Ys Seven,PSP,2009,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.01,0.22
7042,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,0.17,0.03,0.0,0.02,0.22
7043,Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7044,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22
7045,Danball Senki Boost,PSP,2011,Action,Level 5,0.0,0.0,0.22,0.0,0.22
7046,Kidz Bop Dance Party! The Video Game,Wii,2010,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22
7047,Conflict: Vietnam,XB,2004,Shooter,SCi,0.17,0.05,0.0,0.01,0.22
7048,Whirl Tour,PS2,2002,Sports,Crave Entertainment,0.11,0.09,0.0,0.03,0.22
7049,Time Crisis: Crisis Zone,PS2,2004,Shooter,Namco Bandai Games,0.11,0.09,0.0,0.03,0.22
7050,Momotarou Dentetsu 15,PS2,2005,Misc,Hudson Soft,0.0,0.0,0.22,0.0,0.22
7051,Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0.0,0.02,0.22
7052,Discovery Kids: Dolphin Discovery,DS,2008,Simulation,505 Games,0.21,0.0,0.0,0.01,0.22
7053,Ben 10 Ultimate Alien: Cosmic Destruction,PS2,2010,Platform,D3Publisher,0.13,0.06,0.0,0.04,0.22
7054,Hatsune Miku: Project Mirai 2,3DS,2013,Action,Sega,0.0,0.0,0.22,0.0,0.22
7055,Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0.0,0.01,0.22
7056,Cloudy With a Chance of Meatballs,DS,2009,Platform,Ubisoft,0.2,0.01,0.0,0.02,0.22
7057,MotoGP 08,PS2,2008,Racing,Capcom,0.01,0.0,0.0,0.21,0.22
7058,Madden NFL 12,PSP,2011,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.22
7059,Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0.0,0.0,0.22,0.0,0.22
7060,Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0.0,0.22
7061,Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0.0,0.11,0.01,0.22
7062,Ford vs. Chevy,PS2,2005,Racing,Global Star,0.11,0.09,0.0,0.03,0.22
7063,NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0.0,0.01,0.22
7064,Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0.0,0.0,0.22
7065,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22
7066,Petz Rescue: Endangered Paradise,DS,2008,Adventure,Ubisoft,0.21,0.0,0.0,0.02,0.22
7067,MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0.0,0.04,0.22
7068,Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.01,0.22
7069,A Boy and His Blob,Wii,2009,Platform,Majesco Entertainment,0.19,0.02,0.0,0.02,0.22
7070,Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
7071,Atelier Escha & Logy: Alchemists of the Dusk Sky,PS3,2013,Role-Playing,Tecmo Koei,0.06,0.04,0.1,0.02,0.22
7072,Hidden Mysteries: Buckingham Palace,DS,2010,Puzzle,Avanquest,0.13,0.07,0.0,0.02,0.22
7073,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22
7074,Super Adventure Island,SNES,1992,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22
7075,Bust-A-Move 4,PS,1998,Puzzle,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22
7076,The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,0.18,0.02,0.0,0.02,0.22
7077,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22
7078,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.22
7079,Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
7080,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22
7081,Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
7082,Rapala's Fishing Frenzy,Wii,2008,Sports,Activision,0.2,0.0,0.0,0.02,0.22
7083,Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7084,Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0.0,0.02,0.22
7085,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0.0,0.01,0.22
7086,Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0.0,0.0,0.02,0.22
7087,Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22
7088,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22
7089,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.1,0.0,0.04,0.22
7090,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22
7091,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
7092,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0.0,0.01,0.22
7093,KORG DS-10 Synthesizer,DS,2008,Misc,AQ Interactive,0.2,0.01,0.0,0.02,0.22
7094,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22
7095,Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22
7096,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22
7097,Nicktoons Collection: Game Boy Advance Video Volume 2,GBA,2004,Misc,Unknown,0.16,0.06,0.0,0.0,0.22
7098,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22
7099,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
7100,Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0.0,0.02,0.22
7101,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0.0,0.04,0.22
7102,Duel Masters: Kaijudo Showdown,GBA,2004,Misc,Atari,0.16,0.06,0.0,0.0,0.22
7103,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22
7104,The Walking Dead: Season Two,PS3,2014,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22
7105,The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0.0,0.0,0.22
7106,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22
7107,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22
7108,Dragon Quest Builders: Revive Alefgard,PS4,2016,Role-Playing,Square Enix,0.0,0.0,0.22,0.0,0.22
7109,Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0.0,0.01,0.22
7110,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0.0,0.02,0.22
7111,ECW Hardcore Revolution,N64,2000,Fighting,Acclaim Entertainment,0.18,0.04,0.0,0.0,0.22
7112,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22
7113,Chou-Kuukan Night Pro Yakyuu King(higher JP sales),N64,1996,Sports,Imagineer,0.0,0.0,0.22,0.0,0.22
7114,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22
7115,Ms. Pac-Man: Maze Madness,N64,2000,Puzzle,Namco Bandai Games,0.18,0.04,0.0,0.0,0.22
7116,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7117,Age of Empires: Mythologies,DS,2008,Strategy,THQ,0.17,0.03,0.0,0.02,0.22
7118,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22
7119,Where's Waldo? The Fantastic Journey,DS,2009,Adventure,Ubisoft,0.2,0.0,0.0,0.02,0.22
7120,ATV Quad Kings,Wii,2009,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.01,0.22
7121,Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,2002,Misc,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22
7122,Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,0.03,0.18,0.0,0.01,0.22
7123,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22
7124,Dragon Ball: Origins (JP & incomplete US sales),DS,2008,Adventure,Atari,0.04,0.0,0.17,0.0,0.22
7125,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0.0,0.0,0.02,0.22
7126,Tropico 3,X360,2009,Strategy,Kalypso Media,0.15,0.02,0.03,0.02,0.22
7127,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22
7128,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22
7129,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22
7130,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22
7131,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22
7132,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.07,0.0,0.02,0.22
7133,Kartia: The Word of Fate,PS,1998,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01,0.22
7134,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7135,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22
7136,Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0.0,0.03,0.22
7137,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22
7138,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22
7139,NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0.0,0.02,0.22
7140,Infinite Space,DS,2009,Role-Playing,Sega,0.07,0.06,0.07,0.01,0.22
7141,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0.0,0.02,0.22
7142,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22
7143,Tamagotchi no KiraKira Omisecchi,DS,2008,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7144,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22
7145,You Don't Know Jack,Wii,2011,Misc,THQ,0.2,0.0,0.0,0.01,0.22
7146,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22
7147,Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Crave Entertainment,0.2,0.0,0.0,0.02,0.22
7148,Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0.0,0.1,0.22
7149,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22
7150,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22
7151,NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
7152,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0.0,0.02,0.22
7153,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22
7154,Growlanser: Heritage of War,PS2,2006,Role-Playing,Rising Star Games,0.11,0.08,0.0,0.03,0.22
7155,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22
7156,Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
7157,Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0.0,0.03,0.22
7158,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0.0,0.0,0.22
7159,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22
7160,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22
7161,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22
7162,Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Atlus,0.08,0.0,0.13,0.01,0.22
7163,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,0.0,0.0,0.22,0.0,0.22
7164,Wreckless: ThE YaKuza MisSiOns,PS2,2002,Racing,Activision,0.11,0.08,0.0,0.03,0.22
7165,Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0.0,0.0,0.02,0.22
7166,Jikkyou Powerful Major League,PS2,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
7167,NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0.0,0.01,0.22
7168,Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22
7169,Saltwater Sportfishing,PS,2001,Sports,Take-Two Interactive,0.12,0.08,0.0,0.01,0.22
7170,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22
7171,Samurai Jack: The Amulet of Time,GBA,2003,Platform,Zoo Digital Publishing,0.16,0.06,0.0,0.0,0.22
7172,Pass the Pigs,DS,2008,Misc,THQ,0.2,0.0,0.0,0.02,0.22
7173,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22
7174,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22
7175,Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22
7176,Lost Planet 3,PS3,2013,Shooter,Capcom,0.07,0.06,0.06,0.03,0.22
7177,Order Up!,Wii,2008,Misc,Zoo Digital Publishing,0.19,0.01,0.0,0.02,0.22
7178,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22
7179,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22
7180,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22
7181,Scooby-Doo! Mystery Mayhem,GC,2004,Action,THQ,0.17,0.04,0.0,0.01,0.22
7182,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22
7183,American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22
7184,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22
7185,Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0.0,0.0,0.22
7186,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22
7187,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22
7188,Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0.0,0.02,0.22
7189,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7190,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22
7191,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.0,0.07,0.13,0.02,0.22
7192,Herdy Gerdy,PS2,2002,Adventure,Eidos Interactive,0.11,0.08,0.0,0.03,0.22
7193,Armored Core V,X360,2012,Simulation,Namco Bandai Games,0.13,0.03,0.04,0.01,0.22
7194,EVE Online,PC,2003,Role-Playing,CCP,0.0,0.19,0.0,0.02,0.22
7195,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7196,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22
7197,Ride,PS4,2015,Racing,Milestone S.r.l.,0.03,0.13,0.03,0.03,0.22
7198,Blue Dragon Plus,DS,2008,Role-Playing,Ignition Entertainment,0.12,0.04,0.05,0.01,0.22
7199,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22
7200,NBA in the Zone 2000,PS,2000,Sports,Konami Digital Entertainment,0.12,0.08,0.0,0.01,0.21
7201,Dark Summit,PS2,2001,Sports,THQ,0.11,0.08,0.0,0.03,0.21
7202,Afrika,PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21
7203,Cabela's Big Game Hunter: Ultimate Challenge,PS,2001,Sports,Activision Value,0.12,0.08,0.0,0.01,0.21
7204,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21
7205,Are You Smarter Than a 5th Grader? Back to School,Wii,2010,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21
7206,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0.0,0.05,0.21
7207,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21
7208,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21
7209,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21
7210,Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21
7211,Crash 'N' Burn,PS2,2004,Racing,Eidos Interactive,0.11,0.08,0.0,0.03,0.21
7212,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.21
7213,Teenage Mutant Ninja Turtles: Smash-Up,PS2,2009,Fighting,Ubisoft,0.11,0.08,0.0,0.03,0.21
7214,Pro Yakyuu Greatest Nine '97,SAT,1997,Sports,Sega,0.0,0.0,0.21,0.0,0.21
7215,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0.0,0.02,0.21
7216,Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,0.09,0.0,0.11,0.01,0.21
7217,Lunar: Silver Star Story Complete,SAT,1997,Role-Playing,Kadokawa Shoten,0.0,0.0,0.21,0.0,0.21
7218,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21
7219,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
7220,EVE: burst error,SAT,1997,Adventure,Imagineer,0.0,0.0,0.21,0.0,0.21
7221,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21
7222,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21
